a	b	ida	idb	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	F_diff_a_b	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
2	40	151	4494	13445	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000022	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.000011	0.000011	-18928.393448	70	-18928.402606	0.976256	4.217971e-01,2.049411e-01,1.844357e-02,1.745350e-01,1.131373e-01,1.315358e-02,2.796701e-02,2.279360e-02,3.231732e-03	0.410215	0.244974	0.031660	-21351.128581	10
2	41	151	4705	12738	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000002	-17583.728862	82	-17583.730813	0.924920	4.312760e-01,1.978213e-01,1.631347e-02,1.689480e-01,1.178697e-01,1.488288e-02,2.635177e-02,2.320618e-02,3.330684e-03	0.361970	0.263382	0.050795	-20131.265443	10
2	42	151	4716	13420	0.938019	0.061606	0.000372	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.031177	0.000002	0.000000	0.015589	0.000001	0.000000	0.000372	0.000000	0.000372	0.031177	0.000000	-18843.998171	114	-1	0.974441	4.563348e-01,1.743050e-01,1.666391e-02,1.573322e-01,1.195743e-01,2.234945e-02,1.821379e-02,2.738571e-02,7.840836e-03	0.291682	0.287265	0.080286	-21240.339742	10
2	43	151	4717	12788	0.927837	0.072156	0.000002	0.000000	0.000000	0.000001	0.000005	0.000000	0.000000	0.036083	0.000006	0.000000	0.018042	0.000002	0.000000	0.000002	0.000000	0.000002	0.036085	0.000000	-17975.134261	94	-1	0.928551	4.480980e-01,1.861474e-01,1.234850e-02,1.528404e-01,1.255311e-01,2.084653e-02,1.747615e-02,3.116679e-02,5.545057e-03	0.237588	0.298297	0.102610	-20158.821734	10
2	44	151	5213	12662	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000010	0.000001	0.000002	0.000001	0.000001	0.000000	0.000001	0.000001	0.000007	0.000004	-17982.626903	58	-17982.633282	0.919402	4.323633e-01,1.923921e-01,2.114782e-02,1.672658e-01,1.144927e-01,1.862441e-02,2.477985e-02,2.362839e-02,5.305604e-03	0.401141	0.255656	0.035881	-20289.074516	10
2	45	151	5229	13490	0.993953	0.006046	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003024	0.000000	0.000000	0.001512	0.000000	0.000000	0.000001	0.000000	0.000001	0.003024	0.000000	-18709.197936	154	-1	0.979524	4.656651e-01,1.604874e-01,2.052997e-02,1.676331e-01,1.100944e-01,2.184990e-02,2.056664e-02,2.595472e-02,7.218744e-03	0.373285	0.264002	0.046805	-21279.825858	10
2	46	151	5400	12954	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000013	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000008	0.000005	-18394.459383	46	-18394.465912	0.940604	4.385231e-01,1.784709e-01,2.800063e-02,1.730049e-01,1.087056e-01,1.994204e-02,2.868409e-02,1.946374e-02,5.205022e-03	0.521452	0.242882	-0.007667	-20842.424332	10
2	47	151	5437	13256	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	-18890.512648	78	-18890.512999	0.962533	4.277359e-01,1.996104e-01,1.973883e-02,1.547266e-01,1.272732e-01,1.730740e-02,2.222150e-02,2.743073e-02,3.955436e-03	0.329687	0.288578	0.066327	-21227.409960	10
2	48	151	5649	13273	0.943388	0.000000	0.000000	0.056607	0.000000	0.000002	0.000000	0.000003	0.000000	0.000000	0.000005	0.056610	0.000000	0.000000	0.000000	0.000003	0.000000	0.000003	0.028308	-0.028303	-19323.148908	70	-1	0.963767	4.451749e-01,1.651587e-01,3.590885e-02,1.709184e-01,9.916211e-02,3.022760e-02,2.757823e-02,2.053394e-02,5.337236e-03	0.640235	0.220201	-0.047529	-21648.191476	10
2	49	151	5727	13446	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000011	0.000002	0.000000	0.000006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000012	0.000001	-18786.648945	46	-18786.657892	0.976329	4.450686e-01,1.787054e-01,2.233761e-02,1.690810e-01,1.131789e-01,1.793300e-02,2.515081e-02,2.417331e-02,4.371355e-03	0.419587	0.258765	0.029537	-21384.032227	10
2	50	151	5776	12691	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000012	0.000003	0.000003	0.000007	0.000003	0.000003	0.000000	0.000003	0.000003	0.000012	0.000000	-18152.746692	58	-18152.754979	0.921507	4.385052e-01,1.808280e-01,2.372201e-02,1.653885e-01,1.147644e-01,2.211800e-02,2.472988e-02,2.437596e-02,5.568040e-03	0.422186	0.260141	0.028704	-20460.169477	10
2	51	151	5944	13393	0.996627	0.000003	0.003366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.003372	0.000005	0.000005	0.001689	0.000005	0.000005	0.003366	0.000005	0.003371	0.003372	0.000000	-19437.132899	67	-1	0.972480	4.404249e-01,1.790249e-01,2.728050e-02,1.621098e-01,1.149045e-01,2.308480e-02,2.581755e-02,2.048911e-02,6.863859e-03	0.462106	0.262455	0.014171	-21660.313320	10
2	52	151	6362	13491	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000010	0.000002	0.000002	0.000002	0.000002	0.000000	0.000002	0.000002	0.000006	0.000004	-19409.088115	54	-19409.093754	0.979596	4.279908e-01,1.918186e-01,2.689735e-02,1.719089e-01,1.080090e-01,1.986506e-02,2.558025e-02,2.184860e-02,6.081499e-03	0.485863	0.235869	0.004914	-21822.577408	10
3	4	152	154	13287	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000006	0.000003	0.000003	0.000003	0.000003	0.000000	0.000003	0.000003	0.000005	0.000001	-19318.689324	59	-19318.701545	0.964784	4.008353e-01,1.968364e-01,2.396043e-02,1.928099e-01,1.139574e-01,1.861338e-02,2.646542e-02,2.300025e-02,3.521395e-03	0.442497	0.236580	0.019882	-21645.922652	10
3	5	152	156	13306	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	0.000001	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	-0.000000	-19434.172216	50	-19434.175667	0.966163	4.116974e-01,1.846945e-01,2.547646e-02,1.843816e-01,1.218084e-01,1.964346e-02,2.638585e-02,2.010134e-02,5.810943e-03	0.425770	0.264408	0.027717	-21714.197269	10
3	6	152	183	13165	0.659277	0.315554	0.025155	0.000001	0.000007	0.000001	0.000005	0.000000	0.000000	0.182942	0.000006	0.000008	0.091472	0.000003	0.000004	0.025155	0.000000	0.025156	0.182945	-0.000000	-18862.153829	58	-1	0.955925	4.653140e-01,1.430098e-01,1.275938e-02,1.580319e-01,1.402466e-01,2.751543e-02,1.521846e-02,2.734689e-02,1.055757e-02	0.199490	0.365338	0.132450	-20794.337178	10
3	7	152	184	13292	0.502225	0.497773	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.248889	0.000000	0.000000	0.124444	0.000000	0.000000	0.000002	0.000000	0.000002	0.248889	-0.000000	-18804.670641	66	-1	0.965147	4.717519e-01,1.454593e-01,6.005827e-03,1.509077e-01,1.409141e-01,3.304841e-02,1.191994e-02,2.885223e-02,1.114057e-02	0.127211	0.374579	0.164136	-20738.854183	10
3	8	152	186	13298	0.673251	0.227990	0.098758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.212753	0.000000	0.000000	0.106377	0.000000	0.000000	0.098758	0.000000	0.098758	0.212753	0.000000	-18871.946268	78	-1	0.965582	4.699101e-01,1.401244e-01,1.229122e-02,1.441910e-01,1.564792e-01,2.459114e-02,1.643087e-02,2.426176e-02,1.172024e-02	0.183552	0.432394	0.153275	-20868.081169	10
3	9	152	187	13332	0.522303	0.388669	0.089013	0.000004	0.000001	0.000007	0.000000	0.000001	0.000001	0.283349	0.000009	0.000007	0.141675	0.000001	0.000001	0.089014	0.000001	0.089014	0.283356	0.000002	-18721.273625	46	-1	0.968051	4.829819e-01,1.305853e-01,9.508524e-03,1.351045e-01,1.608245e-01,2.848992e-02,1.334693e-02,2.647052e-02,1.268797e-02	0.142114	0.468186	0.179221	-20690.206482	10
3	10	152	194	13321	0.989918	0.000013	0.010030	0.000036	0.000000	0.000000	0.000000	0.000000	0.000003	0.010039	0.000003	0.000039	0.005021	0.000003	0.000003	0.010030	0.000003	0.010033	0.010057	-0.000018	-19465.297257	82	-1	0.967252	4.366377e-01,1.598057e-01,2.684570e-02,1.782177e-01,1.205425e-01,2.585381e-02,2.444403e-02,2.009143e-02,7.561403e-03	0.425491	0.276945	0.028738	-21663.074578	10
3	11	152	215	13336	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	-0.000004	-19397.308634	54	-19397.311396	0.968342	4.218388e-01,1.720595e-01,2.829913e-02,1.876827e-01,1.138187e-01,2.412605e-02,2.582366e-02,2.121589e-02,5.135604e-03	0.475518	0.247859	0.008808	-21779.487610	10
3	12	152	216	13325	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000003	0.000003	0.000004	0.000003	0.000003	0.000000	0.000003	0.000003	0.000005	0.000000	-19006.306551	58	-19006.316105	0.967543	4.238429e-01,1.768437e-01,2.043671e-02,1.919119e-01,1.145774e-01,1.979591e-02,2.372408e-02,2.455073e-02,4.316630e-03	0.385423	0.250572	0.040881	-21420.621168	10
3	13	152	217	12570	0.981672	0.000102	0.018225	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018276	0.000001	0.000001	0.009138	0.000000	0.000000	0.018226	0.000000	0.018226	0.018277	-0.000000	-17944.127692	78	-1	0.912721	4.409095e-01,1.615904e-01,1.991902e-02,1.767582e-01,1.280330e-01,2.059034e-02,2.134246e-02,2.368307e-02,7.174032e-03	0.322272	0.302047	0.071255	-20130.230658	10
3	14	152	218	12422	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000003	0.000000	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000001	-17832.292449	58	-17832.300937	0.901975	4.095814e-01,1.915419e-01,2.179539e-02,1.826025e-01,1.265817e-01,1.592359e-02,2.637218e-02,2.250547e-02,3.095808e-03	0.380525	0.274735	0.045433	-20060.147021	10
3	15	152	228	13255	0.769036	0.180610	0.050346	0.000003	0.000001	0.000003	0.000000	0.000000	0.000000	0.140653	0.000004	0.000005	0.070327	0.000000	0.000001	0.050346	0.000000	0.050346	0.140656	-0.000000	-18939.901020	42	-1	0.962460	4.611871e-01,1.448638e-01,1.541337e-02,1.593933e-01,1.421208e-01,2.474133e-02,1.861922e-02,2.480226e-02,8.858876e-03	0.239462	0.366448	0.116067	-20991.178105	10
3	16	152	229	13094	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000012	0.000000	0.000000	0.000006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000012	0.000000	-18871.967923	86	-18871.974329	0.950770	4.206010e-01,1.835268e-01,1.788959e-02,1.838076e-01,1.195850e-01,2.192387e-02,2.436072e-02,2.243959e-02,5.865766e-03	0.353308	0.263433	0.053904	-21137.560293	10
3	17	152	232	13202	0.810329	0.180117	0.009547	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.099611	0.000007	0.000000	0.049806	0.000004	0.000000	0.009547	0.000000	0.009547	0.099612	0.000000	-18954.295728	82	-1	0.958612	4.469811e-01,1.609958e-01,1.371897e-02,1.666448e-01,1.346103e-01,2.430974e-02,1.777322e-02,2.638627e-02,8.579830e-03	0.233951	0.328455	0.110609	-21033.146211	10
3	18	152	234	13292	0.998469	0.000007	0.000012	0.000000	0.000000	0.000000	0.000001	0.000000	0.001511	0.001528	0.001512	0.001511	0.001519	0.001511	0.001511	0.000013	0.001511	0.001524	0.001528	0.000000	-18855.407806	54	-1	0.965147	4.381808e-01,1.626795e-01,2.045562e-02,1.854183e-01,1.181100e-01,2.242222e-02,2.480339e-02,2.070240e-02,7.227765e-03	0.383194	0.270596	0.043975	-21344.087442	10
3	19	152	237	13119	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	-18899.851926	54	-18899.852925	0.952585	4.167253e-01,1.805165e-01,2.434626e-02,1.856011e-01,1.179208e-01,2.218132e-02,2.365960e-02,2.413894e-02,4.910241e-03	0.407103	0.256102	0.033796	-21375.435660	10
3	20	152	345	13269	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	-18806.690188	82	-18806.691543	0.963477	4.301182e-01,1.719314e-01,1.981928e-02,1.759289e-01,1.303178e-01,1.965919e-02,2.406352e-02,2.504793e-02,3.113742e-03	0.336737	0.298586	0.065144	-21285.785518	10
3	21	152	347	13252	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000001	0.000001	0.000003	0.000001	0.000001	0.000000	0.000001	0.000001	0.000005	0.000000	-18776.383560	66	-18776.390054	0.962242	4.208692e-01,1.808962e-01,1.968941e-02,1.872106e-01,1.200276e-01,1.893755e-02,2.590916e-02,2.316244e-02,3.297943e-03	0.379901	0.263331	0.044337	-21294.483033	10
3	22	152	350	13267	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	-18741.698860	58	-18741.708108	0.963331	4.236852e-01,1.792837e-01,1.785593e-02,1.865870e-01,1.207650e-01,1.875833e-02,2.588323e-02,2.320128e-02,3.980314e-03	0.362184	0.267434	0.051261	-21268.243115	9
3	23	152	351	12977	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	-18640.939100	62	-18640.939817	0.942274	4.024815e-01,2.007131e-01,1.904611e-02,1.817951e-01,1.268808e-01,1.598378e-02,2.505854e-02,2.520020e-02,2.840905e-03	0.347607	0.271231	0.057084	-20975.195528	10
3	24	152	353	13260	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000003	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000001	0.000006	0.000001	-18773.860920	50	-18773.868098	0.962823	4.171424e-01,1.841278e-01,1.981274e-02,1.806111e-01,1.278353e-01,1.722013e-02,2.703065e-02,2.252046e-02,3.699446e-03	0.366436	0.283246	0.051728	-21373.590616	10
3	25	152	354	13303	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000001	0.000002	0.000003	0.000001	0.000001	0.000000	0.000001	0.000001	0.000005	-0.000000	-19154.825592	50	-19154.830270	0.965945	4.254169e-01,1.701845e-01,2.588067e-02,1.878471e-01,1.130068e-01,2.482286e-02,2.412811e-02,2.290396e-02,5.808984e-03	0.442529	0.247949	0.020560	-21672.210213	10
3	26	152	355	13258	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	-18945.925947	58	-18945.927170	0.962678	4.184946e-01,1.813212e-01,2.166321e-02,1.840797e-01,1.235307e-01,1.818331e-02,2.685552e-02,2.179271e-02,4.078961e-03	0.392767	0.272157	0.040607	-21407.870466	10
3	27	152	356	12545	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000001	0.000001	0.000003	0.000001	0.000001	0.000000	0.000001	0.000001	0.000005	0.000000	-17766.028192	50	-17766.035405	0.910906	4.200746e-01,1.804689e-01,1.836538e-02,1.882788e-01,1.236013e-01,1.653065e-02,2.587556e-02,2.246036e-02,4.344410e-03	0.357933	0.273466	0.053622	-20111.332647	10
3	28	152	401	13313	0.944294	0.039615	0.016090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035898	0.000000	0.000000	0.017949	0.000000	0.000000	0.016091	0.000000	0.016091	0.035898	0.000000	-18863.567728	102	-1	0.966672	4.595275e-01,1.425432e-01,1.931894e-02,1.862161e-01,1.157268e-01,2.379366e-02,2.024564e-02,2.378790e-02,8.840255e-03	0.341879	0.278253	0.060214	-21096.749017	10
3	29	152	402	13284	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000021	0.000000	0.000000	0.000011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000021	0.000000	-19111.206417	94	-19111.209188	0.964566	4.321333e-01,1.717861e-01,1.822996e-02,1.841989e-01,1.170925e-01,2.431795e-02,2.151894e-02,2.507312e-02,5.649059e-03	0.339466	0.263055	0.058782	-21355.497345	10
3	30	152	428	13017	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	-0.000000	-18762.597206	50	-18762.601975	0.945179	4.057504e-01,1.997321e-01,1.544243e-02,1.810077e-01,1.309090e-01,1.385709e-02,2.584750e-02,2.404725e-02,3.406541e-03	0.315409	0.284625	0.071024	-20873.309754	10
3	31	152	506	13310	0.854441	0.000009	0.000000	0.145545	0.000000	0.000000	0.000000	0.000005	0.000000	0.000005	0.000005	0.145550	0.000002	0.000000	0.000000	0.000005	0.000000	0.000005	0.072782	-0.072773	-19392.335623	38	-1	0.966454	4.429017e-01,1.393820e-01,3.970216e-02,2.006922e-01,9.426636e-02,3.054435e-02,2.876029e-02,1.603530e-02,7.715674e-03	0.726266	0.207126	-0.074165	-21709.957883	9
3	32	152	852	13316	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000042	0.000000	0.000000	0.000021	0.000000	0.000000	0.000000	0.000000	0.000000	0.000042	0.000000	-19913.483662	94	-19913.490212	0.966889	4.069497e-01,1.943926e-01,2.020539e-02,1.783623e-01,1.209376e-01,2.674723e-02,2.244078e-02,2.411789e-02,5.846520e-03	0.352630	0.259375	0.053562	-21833.602497	10
3	33	152	969	13306	0.980135	0.008202	0.011662	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.015763	0.000001	0.000001	0.007881	0.000000	0.000000	0.011662	0.000000	0.011662	0.015763	0.000000	-19324.189346	126	-1	0.966163	4.279391e-01,1.733784e-01,2.062791e-02,1.731538e-01,1.301666e-01,2.235893e-02,1.929017e-02,2.729835e-02,5.786685e-03	0.306669	0.298473	0.076662	-21522.949273	10
3	34	152	2135	12546	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	-0.000000	-18807.388302	74	-18807.389041	0.910979	4.086605e-01,1.871082e-01,2.591422e-02,1.765871e-01,1.222245e-01,2.761068e-02,2.122416e-02,2.420133e-02,6.469296e-03	0.385670	0.264186	0.042348	-20722.256593	10
3	35	152	2757	12329	0.994416	0.000002	0.005579	0.000002	0.000000	0.000000	0.000000	0.000000	0.000001	0.005582	0.000001	0.000003	0.002791	0.000001	0.000001	0.005579	0.000001	0.005581	0.005582	-0.000001	-18061.929337	70	-1	0.895222	4.277427e-01,1.673778e-01,2.721919e-02,1.771306e-01,1.247097e-01,2.367839e-02,2.312703e-02,2.170236e-02,7.312214e-03	0.403707	0.283280	0.037568	-20130.850009	10
3	36	152	3479	12773	0.987258	0.000021	0.012721	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012731	0.000000	0.000000	0.006366	0.000000	0.000000	0.012721	0.000000	0.012721	0.012731	-0.000000	-18198.506492	94	-1	0.927462	4.258610e-01,1.810122e-01,1.338238e-02,1.651481e-01,1.419835e-01,1.910058e-02,2.272339e-02,2.603921e-02,4.749677e-03	0.254296	0.332198	0.103325	-20443.386708	10
3	37	152	3722	13121	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	-18970.737556	62	-18970.739352	0.952730	4.111183e-01,1.932758e-01,1.710082e-02,1.805086e-01,1.274032e-01,1.758467e-02,2.246047e-02,2.553037e-02,5.017861e-03	0.310520	0.279111	0.071878	-21168.008235	10
3	38	152	3738	13322	0.994717	0.000008	0.005275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005279	0.000000	0.000000	0.002639	0.000000	0.000000	0.005275	0.000000	0.005275	0.005279	-0.000000	-19132.623815	98	-1	0.967325	4.217737e-01,1.837390e-01,1.598213e-02,1.740048e-01,1.328790e-01,1.893723e-02,2.285546e-02,2.367574e-02,6.152917e-03	0.292278	0.302552	0.082874	-21422.885231	10
3	39	152	3807	12419	0.973377	0.000000	0.000000	0.026623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013312	-0.013312	-18337.205864	58	-1	0.901757	4.233266e-01,1.683940e-01,3.176975e-02,1.914629e-01,1.056001e-01,2.647305e-02,2.591211e-02,1.981308e-02,7.248458e-03	0.546229	0.227672	-0.015816	-20392.132539	10
3	40	152	4494	13274	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000002	0.000001	0.000003	0.000001	0.000001	0.000000	0.000001	0.000001	0.000004	0.000000	-18954.140046	62	-18954.147655	0.963840	4.093675e-01,1.939760e-01,1.813900e-02,1.886049e-01,1.245739e-01,1.267969e-02,2.608619e-02,2.222001e-02,4.352823e-03	0.355012	0.269812	0.054188	-21264.944980	10
3	41	152	4705	12574	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000000	-17667.275940	58	-17667.284862	0.913012	4.179190e-01,1.866694e-01,1.593938e-02,1.793518e-01,1.321998e-01,1.519291e-02,2.760123e-02,2.100682e-02,4.119688e-03	0.329355	0.296571	0.067683	-20104.859105	10
3	42	152	4716	13257	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000000	-18909.651035	66	-18909.656772	0.962605	4.253809e-01,1.765242e-01,2.053212e-02,1.815348e-01,1.221370e-01,2.199227e-02,2.405016e-02,2.321220e-02,4.636468e-03	0.365019	0.272721	0.050920	-21394.271450	10
3	43	152	4717	12635	0.896692	0.037695	0.065613	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084461	0.000000	0.000000	0.042231	0.000000	0.000000	0.065613	0.000000	0.065614	0.084461	-0.000000	-17975.910209	166	-1	0.917441	4.414640e-01,1.689332e-01,1.167443e-02,1.570431e-01,1.486048e-01,1.892657e-02,1.956101e-02,2.554288e-02,8.250057e-03	0.210191	0.369957	0.129010	-20046.565761	10
3	44	152	5213	12500	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	-18018.993947	74	-18018.996950	0.907639	4.170122e-01,1.871413e-01,1.880727e-02,1.798854e-01,1.227927e-01,2.143605e-02,2.598912e-02,2.156423e-02,5.371657e-03	0.364813	0.269979	0.050640	-20239.417561	10
3	45	152	5229	13321	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	-18775.851592	46	-18775.852568	0.967252	4.356267e-01,1.641808e-01,2.158312e-02,1.915661e-01,1.095804e-01,2.469937e-02,2.595080e-02,2.290600e-02,3.906667e-03	0.433781	0.243033	0.023313	-21395.603911	10
3	46	152	5400	12788	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000001	0.000003	0.000004	0.000001	0.000001	0.000001	0.000001	0.000002	0.000008	-0.000001	-18430.758405	54	-18430.766017	0.928551	4.270062e-01,1.682076e-01,2.636090e-02,1.869758e-01,1.186689e-01,1.987803e-02,2.585070e-02,2.044148e-02,6.610443e-03	0.439977	0.265055	0.022511	-20740.370621	10
3	47	152	5437	13090	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000004	0.000004	0.000004	0.000003	0.000003	0.000001	0.000003	0.000004	0.000005	-0.000000	-18946.521177	55	-18946.533364	0.950479	4.077605e-01,1.953272e-01,1.819382e-02,1.726527e-01,1.345041e-01,1.873071e-02,2.469922e-02,2.363433e-02,4.497447e-03	0.318898	0.296763	0.071712	-21230.963833	10
3	48	152	5649	13105	0.941136	0.000001	0.000000	0.058862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.058863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029432	-0.029431	-19349.001024	46	-1	0.951568	4.212694e-01,1.634782e-01,3.719612e-02,1.940390e-01,1.033152e-01,2.885887e-02,2.906936e-02,1.708238e-02,5.691502e-03	0.641392	0.219949	-0.047888	-21617.855468	10
3	49	152	5727	13278	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000000	-18813.574629	70	-18813.576697	0.964130	4.317283e-01,1.722838e-01,1.743142e-02,1.829899e-01,1.221971e-01,2.088080e-02,2.331297e-02,2.285911e-02,6.316607e-03	0.333432	0.277873	0.063270	-21282.453847	10
3	50	152	5776	12547	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	-0.000000	-18187.623228	62	-18187.624021	0.911051	4.182242e-01,1.763570e-01,2.439420e-02,1.855875e-01,1.211056e-01,2.117410e-02,2.550234e-02,2.182219e-02,5.832918e-03	0.412009	0.266261	0.032933	-20444.398663	10
